external_product_id,product_name,brand,retailer_category,retailer_subcategory,ingredients_text,labels,language,country,is_own_brand,retail_channel,weight_per_item_kg,items_sold,wwf_is_composite
WWF-MOCK-0186,Dark Chocolate 100g,NutBarn [fixture],Confectionery,Dark Chocolate,,vegan,de,DE,false,grocery_ambient,0.1,14698,false
WWF-MOCK-0187,Beef and Potato Stew 450g,DairyFarm [fixture],Ready Meals,Stews,,,fr,FR,true,fresh,0.45,12224,true
WWF-MOCK-0188,Chicken Curry 350g,WokBox [fixture],Ready Meals,Curry,,,en,GB,true,fresh,0.35,13694,true
WWF-MOCK-0189,Vegan Lasagna 450g,TofuCo [fixture],Ready Meals,Vegan Meals,,vegan,de,DE,true,fresh,0.45,2015,true
WWF-MOCK-0190,Vegetable Biryani 400g,BreadCo [fixture],Ready Meals,Rice Dishes,,vegan,de,DE,true,grocery_ambient,0.4,2459,true
WWF-MOCK-0191,Tuna Pasta Bake 350g,GardenFresh [fixture],Ready Meals,Pasta Dishes,,,fr,FR,false,grocery_ambient,0.35,12966,true
WWF-MOCK-0192,Prawn Noodles 300g,SpiceCo [fixture],Ready Meals,Asian,,,de,DE,false,fresh,0.3,5227,true
WWF-MOCK-0193,Beef Mince 500g,GardenFresh [fixture],Red Meat,Fresh Beef,,,fr,FR,false,fresh,0.5,4934,false
WWF-MOCK-0194,Chicken Breast 600g,GardenFresh [fixture],Poultry,Fresh Chicken,,free_range,en,GB,false,fresh,0.6,13143,false
WWF-MOCK-0195,Atlantic Salmon 150g,FarmFirst [fixture],Fish,Fresh Fish,,,de,DE,false,fresh,0.15,10444,false
WWF-MOCK-0196,Free Range Eggs 350pk,MedFoods [fixture],Eggs,Free Range,,free_range|vegetarian,de,DE,false,grocery_ambient,0.35,11063,false
WWF-MOCK-0197,Whole Milk 1800L,ButcherBest [fixture],Dairy,Fresh Milk,,vegetarian,de,DE,false,fresh,1.8,17548,false
WWF-MOCK-0198,Cheddar Cheese 250g,WokBox [fixture],Dairy,Hard Cheese,,vegetarian,de,DE,false,fresh,0.25,16962,false
WWF-MOCK-0199,Brie 200g,HomeChef [fixture],Dairy,Soft Cheese,,vegetarian,en,GB,false,fresh,0.2,6206,false
WWF-MOCK-0200,Oat Milk 1450L,MedFoods [fixture],Dairy Alternatives,Plant Milks,,vegan,en,GB,false,grocery_ambient,1.45,16234,false
